hotel_id,name,price,price_in_table,distance,type_room,room_size,hotel_star,sea_view,mountain_view,city_view,room_name,number_of_guests,private_bathroom,private_pool,rooftop_pool,minibar,barbecue,soundproofing,sauna,spa_bath,garden_view,number_of_bedrooms,url
223,Lê Ngọc Hân,"VND 9,900,000","VND 9,900,000",1.4 km from centre,Entire villa,1000 m²,0,0.0,0.0,0.0,Villa with Private Pool,20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,https://www.booking.com/hotel/vn/le-ngoc-han.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=14&hapos=223&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165724&all_sr_blocks=1021635801_387896297_20_2_0&highlighted_blocks=1021635801_387896297_20_2_0&matching_block_id=1021635801_387896297_20_2_0&sr_pri_blocks=1021635801_387896297_20_2_0__990000000&from=searchresults
224,Villages GREEN DAY 17 VIP,"VND 7,905,870","VND 7,905,870",1.4 km from centre,Entire villa,111 m²,0,1.0,1.0,1.0,Villa,29,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,https://www.booking.com/hotel/vn/villages-green-day-17-vip.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=15&hapos=224&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165724&all_sr_blocks=1162131701_388888657_29_0_0&highlighted_blocks=1162131701_388888657_29_0_0&matching_block_id=1162131701_388888657_29_0_0&sr_pri_blocks=1162131701_388888657_29_0_0__790587000&from_sustainable_property_sr=1&from=searchresults
225,Hoàng My Villages BÃI SAU full tiện ích,"VND 4,005,000","VND 4,005,000",1.4 km from centre,Entire villa,200 m²,0,1.0,1.0,1.0,Villa,27,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/hoang-my-villages-bai-sau-full-tien-ich.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=16&hapos=225&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165724&all_sr_blocks=1174568701_390026664_27_1_0&highlighted_blocks=1174568701_390026664_27_1_0&matching_block_id=1174568701_390026664_27_1_0&sr_pri_blocks=1174568701_390026664_27_1_0__400500000&from_sustainable_property_sr=1&from=searchresults
226,Sala Pool Villa,"VND 3,990,000","VND 3,990,000",1.3 km from centre,Entire villa,750 m²,0,0.0,0.0,0.0,Villa,12,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,https://www.booking.com/hotel/vn/sala-pool-villa-vung-tau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=17&hapos=226&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165724&all_sr_blocks=1016445101_374127125_12_0_0&highlighted_blocks=1016445101_374127125_12_0_0&matching_block_id=1016445101_374127125_12_0_0&sr_pri_blocks=1016445101_374127125_12_0_0__399000000&from=searchresults
227,WhiteDay Villages SÁT BIỂN Trần Phú,"VND 9,072,000","VND 9,072,000",3 km from centre,Entire villa,234 m²,0,1.0,1.0,1.0,Room #1184471001,15,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,https://www.booking.com/hotel/vn/whiteday-villages-sat-bien-tran-phu.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=18&hapos=227&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165724&all_sr_blocks=1184471001_390818294_15_0_0&highlighted_blocks=1184471001_390818294_15_0_0&matching_block_id=1184471001_390818294_15_0_0&sr_pri_blocks=1184471001_390818294_15_0_0__907200000&from_sustainable_property_sr=1&from=searchresults
228,Biệt thự MINH KHAI Hồ Bơi Riêng,"VND 5,140,224","VND 5,140,224",0.8 km from centre,Entire villa,345 m²,0,1.0,1.0,1.0,Villa,28,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,https://www.booking.com/hotel/vn/biet-thu-minh-khai-ho-boi-rieng.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=19&hapos=228&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165724&all_sr_blocks=1229710701_395160313_28_0_0&highlighted_blocks=1229710701_395160313_28_0_0&matching_block_id=1229710701_395160313_28_0_0&sr_pri_blocks=1229710701_395160313_28_0_0__514022400&from_sustainable_property_sr=1&from=searchresults
229,Villages Hồ Bơi GREEN DAY 05 Bãi Sau.,"VND 7,209,000","VND 7,209,000",1.2 km from centre,Entire villa,111 m²,0,1.0,1.0,1.0,Villa,35,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,https://www.booking.com/hotel/vn/villages-ho-boi-green-day-05-bai-sau-vung-tau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=20&hapos=229&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165724&all_sr_blocks=1160211201_388721600_35_0_0&highlighted_blocks=1160211201_388721600_35_0_0&matching_block_id=1160211201_388721600_35_0_0&sr_pri_blocks=1160211201_388721600_35_0_0__720900000&from_sustainable_property_sr=1&from=searchresults
230,"T-Maison Indochine Vung Tau Villa near beach FREE pool, billiards, karaoke","VND 9,898,240","VND 10,419,200",1.8 km from centre,Entire villa,400 m²,0,0.0,0.0,0.0,Villa,10,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,https://www.booking.com/hotel/vn/indochine-villa-vung-tau-near-beach-with-pool-billiard-karaoke.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=21&hapos=230&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165724&all_sr_blocks=1169590601_390456661_11_0_0&highlighted_blocks=1169590601_390456661_11_0_0&matching_block_id=1169590601_390456661_11_0_0&sr_pri_blocks=1169590601_390456661_11_0_0__989824000&from_sustainable_property_sr=1&from=searchresults
231,B2-21 Hoàng My Villages,"VND 10,200,000","VND 10,200,000",5.5 km from centre,Entire villa,1000 m²,0,0.0,0.0,0.0,Villa with Private Pool,25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,https://www.booking.com/hotel/vn/b2-21-villages.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=22&hapos=231&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165724&all_sr_blocks=1027413301_387896293_25_0_0&highlighted_blocks=1027413301_387896293_25_0_0&matching_block_id=1027413301_387896293_25_0_0&sr_pri_blocks=1027413301_387896293_25_0_0__1020000000&from=searchresults
232,Villages BULE DAY 3 Resort LONG CUNG,"VND 6,848,550","VND 6,848,550",5.2 km from centre,Entire villa,222 m²,0,1.0,1.0,1.0,Villa,26,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,https://www.booking.com/hotel/vn/villages-bule-day-3-resort-long-cung.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=23&hapos=232&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165724&all_sr_blocks=1164452601_389121505_26_0_0&highlighted_blocks=1164452601_389121505_26_0_0&matching_block_id=1164452601_389121505_26_0_0&sr_pri_blocks=1164452601_389121505_26_0_0__684855000&from_sustainable_property_sr=1&from=searchresults
233,Đặng Hoàng Villages Có Phòng Karaoke Riêng,"VND 3,728,655","VND 3,728,655",1.7 km from centre,Entire villa,222 m²,0,1.0,1.0,1.0,Villa,26,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/dang-hoang-villages-co-phong-karaoke-rieng.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=1&hapos=233&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165740&all_sr_blocks=1177441801_390259697_26_0_0&highlighted_blocks=1177441801_390259697_26_0_0&matching_block_id=1177441801_390259697_26_0_0&sr_pri_blocks=1177441801_390259697_26_0_0__372865500&from_sustainable_property_sr=1&from=searchresults
234,Homestay Vũng Tàu,"VND 1,419,600","VND 1,419,600",2.4 km from centre,Entire villa,220 m²,0,1.0,1.0,1.0,Villa,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,https://www.booking.com/hotel/vn/homestay-vung-tau-vung-tau12.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=2&hapos=234&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165740&all_sr_blocks=292946001_119454884_8_0_0&highlighted_blocks=292946001_119454884_8_0_0&matching_block_id=292946001_119454884_8_0_0&sr_pri_blocks=292946001_119454884_8_0_0__141960000&from=searchresults
235,Biệt Thự ĐỨC HOÀNG Hồ Bơi Võ Thị Sáu,"VND 4,142,950","VND 4,142,950",1.5 km from centre,Entire villa,212 m²,0,1.0,1.0,1.0,Villa,25,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,https://www.booking.com/hotel/vn/biet-thu-homestay-vo-thi-sau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=3&hapos=235&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165740&all_sr_blocks=977683101_370074693_25_0_0&highlighted_blocks=977683101_370074693_25_0_0&matching_block_id=977683101_370074693_25_0_0&sr_pri_blocks=977683101_370074693_25_0_0__414295000&from_sustainable_property_sr=1&from=searchresults
236,Villages Hồ Bơi ĐI BỘ RA BÃI TẮM,"VND 4,018,500","VND 4,018,500",1.8 km from centre,Entire villa,232 m²,0,1.0,1.0,1.0,Villa,27,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villages-ho-boi-di-bo-ra-bai-tam.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=4&hapos=236&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165740&all_sr_blocks=1201930501_393772061_27_0_0&highlighted_blocks=1201930501_393772061_27_0_0&matching_block_id=1201930501_393772061_27_0_0&sr_pri_blocks=1201930501_393772061_27_0_0__401850000&from_sustainable_property_sr=1&from=searchresults
237,Villa gần biển giá rẻ,"VND 2,200,000","VND 2,200,000",1.5 km from centre,Entire villa,500 m²,0,0.0,0.0,0.0,Villa,27,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,https://www.booking.com/hotel/vn/villa-gan-bien-gia-re.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=5&hapos=237&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165740&all_sr_blocks=1189766301_391318952_27_0_0&highlighted_blocks=1189766301_391318952_27_0_0&matching_block_id=1189766301_391318952_27_0_0&sr_pri_blocks=1189766301_391318952_27_0_0__220000000&from=searchresults
238,Villa Hoàng My Võ Thị Sáu BÃI SAU xanh xanh,"VND 4,032,553","VND 4,032,553",1.3 km from centre,Entire villa,234 m²,0,1.0,1.0,1.0,Villa,26,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villa-hoang-my-vo-thi-sau-bai-sau-xanh-xanh.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=6&hapos=238&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165740&all_sr_blocks=1180909701_390535410_26_0_0&highlighted_blocks=1180909701_390535410_26_0_0&matching_block_id=1180909701_390535410_26_0_0&sr_pri_blocks=1180909701_390535410_26_0_0__403255300&from_sustainable_property_sr=1&from=searchresults
239,Nancy Tran Grand Strip Vung Tau Villa 7,"VND 5,950,283","VND 5,950,283",3.1 km from centre,Entire villa,,0,0.0,0.0,0.0,Villa,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,https://www.booking.com/hotel/vn/nancy-tran-grand-strip-vung-tau-villa-7-vung-tau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=7&hapos=239&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165740&all_sr_blocks=1033701403_375980959_33_0_0&highlighted_blocks=1033701403_375980959_33_0_0&matching_block_id=1033701403_375980959_33_0_0&sr_pri_blocks=1033701403_375980959_33_0_0__595028300&from=searchresults
240,Free Bida + Karaoke - Villa Hồ Bơi Vũng Tàu Gần Biển 28/2 LLQ,"VND 6,000,000","VND 6,000,000",1.5 km from centre,Entire villa,250 m²,0,0.0,0.0,0.0,Villa,15,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,https://www.booking.com/hotel/vn/free-bida-karaoke-villa-ho-boi-vung-tau-gan-bien-28-2-llq.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=8&hapos=240&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165740&all_sr_blocks=1150743501_387875759_15_0_0&highlighted_blocks=1150743501_387875759_15_0_0&matching_block_id=1150743501_387875759_15_0_0&sr_pri_blocks=1150743501_387875759_15_0_0__600000000&from_sustainable_property_sr=1&from=searchresults
241,Villages HOÀNG LÊ KHA karaoke Phòng Riêng Bãi Sau,"VND 3,752,743","VND 3,752,743",1.7 km from centre,Entire villa,234 m²,0,1.0,1.0,1.0,Villa,23,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villages-hoang-le-kha-karaoke-phong-rieng-bai-sau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=9&hapos=241&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165740&all_sr_blocks=1181893001_390616942_23_0_0&highlighted_blocks=1181893001_390616942_23_0_0&matching_block_id=1181893001_390616942_23_0_0&sr_pri_blocks=1181893001_390616942_23_0_0__375274300&from_sustainable_property_sr=1&from=searchresults
242,Villa Hồ Bơi PHƯƠNG NAM Long Cung Resort,"VND 5,273,100","VND 5,273,100",5.3 km from centre,Entire villa,399 m²,0,1.0,1.0,1.0,Villa,40,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,https://www.booking.com/hotel/vn/villa-ho-boi-phuong-nam-long-cung-resort.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=10&hapos=242&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165740&all_sr_blocks=1072833701_390707005_40_0_0&highlighted_blocks=1072833701_390707005_40_0_0&matching_block_id=1072833701_390707005_40_0_0&sr_pri_blocks=1072833701_390707005_40_0_0__527310000&from_sustainable_property_sr=1&from=searchresults
243,Nguyễn Hiền Villa,"VND 4,125,000","VND 4,125,000",1.9 km from centre,Entire villa,500 m²,0,0.0,0.0,0.0,Villa,20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,https://www.booking.com/hotel/vn/nguyen-hien-villa.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=11&hapos=243&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165740&all_sr_blocks=1201497201_392415612_20_0_0&highlighted_blocks=1201497201_392415612_20_0_0&matching_block_id=1201497201_392415612_20_0_0&sr_pri_blocks=1201497201_392415612_20_0_0__412500000&from=searchresults
244,Biệt thự hồ bơi ĐẶNG HOÀNG bãi sau XANH,"VND 3,924,900","VND 3,924,900",1.1 km from centre,Entire villa,90 m²,0,1.0,1.0,1.0,Villa,24,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/biet-thu-ho-boi-van-can-bai-sau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=12&hapos=244&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165740&all_sr_blocks=1153785701_388158915_24_0_0&highlighted_blocks=1153785701_388158915_24_0_0&matching_block_id=1153785701_388158915_24_0_0&sr_pri_blocks=1153785701_388158915_24_0_0__392490000&from_sustainable_property_sr=1&from=searchresults
245,Villa Bãi Sau 7 phòng ngủ,"VND 6,400,000","VND 6,400,000",1.2 km from centre,Entire villa,500 m²,0,0.0,0.0,0.0,Villa,20,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,https://www.booking.com/hotel/vn/villa-bai-sau-7-phong-ngu.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=13&hapos=245&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165740&all_sr_blocks=1176512901_390179548_20_0_0&highlighted_blocks=1176512901_390179548_20_0_0&matching_block_id=1176512901_390179548_20_0_0&sr_pri_blocks=1176512901_390179548_20_0_0__640000000&from=searchresults
