hotel_id,name,price,price_in_table,distance,type_room,room_size,hotel_star,sea_view,mountain_view,city_view,room_name,number_of_guests,private_bathroom,private_pool,rooftop_pool,minibar,barbecue,soundproofing,sauna,spa_bath,garden_view,number_of_bedrooms,url
21,Villages Hoàng My Gần Quảng Trường CỘT CỜ Bãi Sau,"VND 3,855,222","VND 3,855,222",1.1 km from centre,Entire villa,235 m²,0,1.0,1.0,1.0,Villa,26,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villages-hoang-my-gan-quang-truong-cot-co-bai-sau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165941&all_sr_blocks=1193487401_391650734_26_1_0&highlighted_blocks=1193487401_391650734_26_1_0&matching_block_id=1193487401_391650734_26_1_0&sr_pri_blocks=1193487401_391650734_26_1_0__385522200&from_sustainable_property_sr=1&from=searchresults
22,Victory Villa 471 - Gần Biển Bãi Sau,"VND 3,750,000","VND 3,750,000",1.6 km from centre,Entire villa,250 m²,0,0.0,0.0,0.0,Villa with Private Pool,10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,https://www.booking.com/hotel/vn/victory-villa-471-gan-bien-bai-sau-vung-tau2.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165941&all_sr_blocks=988788801_372142653_10_0_0&highlighted_blocks=988788801_372142653_10_0_0&matching_block_id=988788801_372142653_10_0_0&sr_pri_blocks=988788801_372142653_10_0_0__375000000&from_sustainable_property_sr=1&from=searchresults
23,Hoàng My Villages,"VND 4,750,000","VND 4,750,000",5.5 km from centre,Entire villa,1000 m²,0,1.0,1.0,1.0,Villa,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,https://www.booking.com/hotel/vn/dang-diem-my-villages.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165941&all_sr_blocks=1015396101_387896305_15_2_0&highlighted_blocks=1015396101_387896305_15_2_0&matching_block_id=1015396101_387896305_15_2_0&sr_pri_blocks=1015396101_387896305_15_2_0__475000000&from=searchresults
24,Villages HOÀNG ĐỨC Bãi Sau có bàn bida karaoke,"VND 5,008,447","VND 5,008,447",1.3 km from centre,Entire villa,343 m²,0,1.0,1.0,1.0,Villa,15,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/homestay-pho-duc-chinh-bai-sau-co-ban-bida.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165941&all_sr_blocks=1054452501_388835741_15_0_0&highlighted_blocks=1054452501_388835741_15_0_0&matching_block_id=1054452501_388835741_15_0_0&sr_pri_blocks=1054452501_388835741_15_0_0__500844700&from_sustainable_property_sr=1&from=searchresults
25,Villa HOÀNG ĐỨC Hồ Bơi BÃI SAU vũng tàu,"VND 4,237,504","VND 4,237,504",1.3 km from centre,Entire villa,307 m²,0,1.0,1.0,1.0,Villa,21,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villa-vali-ho-boi-02-bau-sen-vung-tau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165941&all_sr_blocks=1052437601_388835746_21_0_0&highlighted_blocks=1052437601_388835746_21_0_0&matching_block_id=1052437601_388835746_21_0_0&sr_pri_blocks=1052437601_388835746_21_0_0__423750400&from_sustainable_property_sr=1&from=searchresults
26,Victory Villa - Sân Vườn - Hồ Bơi - Karaoke - Gần Biển Bãi Sau,"VND 11,250,000","VND 11,250,000",1.5 km from centre,Entire villa,350 m²,0,0.0,0.0,0.0,Deluxe Villa,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,https://www.booking.com/hotel/vn/tiamo-villa.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=257521201_298876860_15_0_0&highlighted_blocks=257521201_298876860_15_0_0&matching_block_id=257521201_298876860_15_0_0&sr_pri_blocks=257521201_298876860_15_0_0__1125000000&from_sustainable_property_sr=1&from=searchresults
27,Villages ĐĂNG KHOA Bãi Sau Xanh Hồ Bơi,"VND 4,058,400","VND 4,058,400",1.1 km from centre,Entire villa,60 m²,0,1.0,1.0,1.0,Villa,27,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villages-ho-quy-ly-bai-sau-xanh-ho-boi.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1138785301_386591206_27_1_0&highlighted_blocks=1138785301_386591206_27_1_0&matching_block_id=1138785301_386591206_27_1_0&sr_pri_blocks=1138785301_386591206_27_1_0__405840000&from_sustainable_property_sr=1&from=searchresults
28,Biệt Thự ĐĂNG KHOA Hồ Bơi Vũng Tàu,"VND 4,058,400","VND 4,058,400",1.4 km from centre,Entire villa,287 m²,0,1.0,1.0,1.0,Villa,24,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,https://www.booking.com/hotel/vn/biet-thu-g8-ho-boi-vung-tau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1112167101_384163826_24_1_0&highlighted_blocks=1112167101_384163826_24_1_0&matching_block_id=1112167101_384163826_24_1_0&sr_pri_blocks=1112167101_384163826_24_1_0__405840000&from_sustainable_property_sr=1&from=searchresults
29,Biệt Thự Hoàng My free Hồng Hạc,"VND 3,652,560","VND 3,652,560",1.6 km from centre,Entire villa,99 m²,0,1.0,1.0,1.0,Villa,25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/biet-thu-dang-hoang-to-hieu-hong-hac.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1155104401_388299692_25_1_0&highlighted_blocks=1155104401_388299692_25_1_0&matching_block_id=1155104401_388299692_25_1_0&sr_pri_blocks=1155104401_388299692_25_1_0__365256000&from_sustainable_property_sr=1&from=searchresults
30,Villages GOLD DAY Bãi Sau Á CHÂU,"VND 7,609,500","VND 7,609,500",1.5 km from centre,Entire villa,70 m²,0,1.0,1.0,1.0,Villa,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,https://www.booking.com/hotel/vn/villages-dang-khoa-10pn-bai-sau-vip.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1147823301_387619098_40_0_0&highlighted_blocks=1147823301_387619098_40_0_0&matching_block_id=1147823301_387619098_40_0_0&sr_pri_blocks=1147823301_387619098_40_0_0__760950000&from_sustainable_property_sr=1&from=searchresults
31,Villa Bãi Sau free xe máy và phao bơi Máy chơi game,"VND 3,737,205","VND 3,737,205",1.1 km from centre,Entire villa,234 m²,0,1.0,1.0,1.0,Villa,26,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villa-bai-sau-free-xe-may-va-phao-boi-may-choi-game.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=6&hapos=31&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1180922001_390538197_26_0_0&highlighted_blocks=1180922001_390538197_26_0_0&matching_block_id=1180922001_390538197_26_0_0&sr_pri_blocks=1180922001_390538197_26_0_0__373720500&from_sustainable_property_sr=1&from=searchresults
32,Villa HỒ BƠI HOÀNG ĐỨC Sân Vườn Khu Biệt Thự Á CHÂU,"VND 3,706,517","VND 3,706,517",1.1 km from centre,Entire villa,326 m²,0,1.0,1.0,1.0,Villa,28,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villa-ho-boi-san-vuon-khu-biet-thu-a-chau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1124278901_388835714_28_0_0&highlighted_blocks=1124278901_388835714_28_0_0&matching_block_id=1124278901_388835714_28_0_0&sr_pri_blocks=1124278901_388835714_28_0_0__370651700&from_sustainable_property_sr=1&from=searchresults
33,Villa GOLD DAY HỒ BƠI PHƯƠNG NAM Checkin BIDA,"VND 6,764,000","VND 6,764,000",1.9 km from centre,Entire villa,222 m²,0,1.0,1.0,1.0,Villa,25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,https://www.booking.com/hotel/vn/villa-vung-tau-tran-thuong-xuyen.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=8&hapos=33&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1118099701_384654331_25_1_0&highlighted_blocks=1118099701_384654331_25_1_0&matching_block_id=1118099701_384654331_25_1_0&sr_pri_blocks=1118099701_384654331_25_1_0__676400000&from_sustainable_property_sr=1&from=searchresults
34,Biệt Thự ĐĂNG KHOA bãi sau,"VND 3,652,560","VND 3,652,560",1.1 km from centre,Entire villa,86 m²,0,1.0,1.0,1.0,Villa,27,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/biet-thu-dinh-tien-hoang-bai-sau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1149311201_387756274_27_0_0&highlighted_blocks=1149311201_387756274_27_0_0&matching_block_id=1149311201_387756274_27_0_0&sr_pri_blocks=1149311201_387756274_27_0_0__365256000&from_sustainable_property_sr=1&from=searchresults
35,Villa HOÀNG ĐỨC HỒ BƠI Điểm CHECKIN Hoa Giấy VŨNG TÀU bãi sau,"VND 3,697,439","VND 3,697,439",1.6 km from centre,Entire villa,327 m²,0,1.0,1.0,1.0,Villa,25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villa-ho-boi-diem-checkin-hoa-giay-vung-tau-bai-sau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=10&hapos=35&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1118063601_388835717_25_0_0&highlighted_blocks=1118063601_388835717_25_0_0&matching_block_id=1118063601_388835717_25_0_0&sr_pri_blocks=1118063601_388835717_25_0_0__369743900&from_sustainable_property_sr=1&from=searchresults
36,Hoàng My Villa B2-9,"VND 4,750,000","VND 4,750,000",5.5 km from centre,Entire villa,1000 m²,0,1.0,1.0,1.0,Villa,12,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,https://www.booking.com/hotel/vn/b2-1-villa-thuy-duong-5.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=11&hapos=36&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=813859201_372931089_12_0_0&highlighted_blocks=813859201_372931089_12_0_0&matching_block_id=813859201_372931089_12_0_0&sr_pri_blocks=813859201_372931089_12_0_0__475000000&from_sustainable_property_sr=1&from=searchresults
37,Villages ĐỨC HOÀNG vtau,"VND 4,015,680","VND 4,015,680",1.5 km from centre,Entire villa,88 m²,0,1.0,1.0,1.0,Villa,23,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villages-pham-huy-thong-vtau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1143859301_387238298_23_1_0&highlighted_blocks=1143859301_387238298_23_1_0&matching_block_id=1143859301_387238298_23_1_0&sr_pri_blocks=1143859301_387238298_23_1_0__401568000&from_sustainable_property_sr=1&from=searchresults
38,Villages GOLD DAY Khu KIM MINH,"VND 6,848,550","VND 6,848,550",1.3 km from centre,Entire villa,77 m²,0,1.0,1.0,1.0,Villa,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,https://www.booking.com/hotel/vn/villages-thach-lam-khu-kim-minh.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1148893901_388319385_29_0_0&highlighted_blocks=1148893901_388319385_29_0_0&matching_block_id=1148893901_388319385_29_0_0&sr_pri_blocks=1148893901_388319385_29_0_0__684855000&from_sustainable_property_sr=1&from=searchresults
39,Biệt Thự Đặng Hoàng Có Phòng KARAOKE Riêng,"VND 3,728,655","VND 3,728,655",1.7 km from centre,Entire villa,87 m²,0,1.0,1.0,1.0,Villa,24,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/biet-thu-dang-hoang-co-phong-karaoke-rieng.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1155650801_388343701_24_0_0&highlighted_blocks=1155650801_388343701_24_0_0&matching_block_id=1155650801_388343701_24_0_0&sr_pri_blocks=1155650801_388343701_24_0_0__372865500&from_sustainable_property_sr=1&from=searchresults
40,Villages ĐỨC HOÀNG Phương Nam Hồ Bơi BÃI SAU,"VND 4,142,950","VND 4,142,950",1.3 km from centre,Entire villa,99 m²,0,1.0,1.0,1.0,Villa,25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villages-bui-cong-minh-ho-boi-bai-sau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=15&hapos=40&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1142767501_387110367_25_1_0&highlighted_blocks=1142767501_387110367_25_1_0&matching_block_id=1142767501_387110367_25_1_0&sr_pri_blocks=1142767501_387110367_25_1_0__414295000&from_sustainable_property_sr=1&from=searchresults
41,Villa Hồ Bơi Checkin Hoa Giấy Nổi Tiếng vũng tàu A21,"VND 3,775,680","VND 3,775,680",1.9 km from centre,Entire villa,345 m²,0,1.0,1.0,1.0,Villa,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villa-ho-boi-checkin-hoa-giay-noi-tieng-vung-tau-a21.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1200116701_392283320_23_1_0&highlighted_blocks=1200116701_392283320_23_1_0&matching_block_id=1200116701_392283320_23_1_0&sr_pri_blocks=1200116701_392283320_23_1_0__377568000&from_sustainable_property_sr=1&from=searchresults
42,Châu Gia Villa Vũng Tàu - Có chỗ đậu xe hơi,"VND 2,500,000","VND 2,500,000",1.2 km from centre,Entire villa,200 m²,0,0.0,1.0,1.0,Villa,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,https://www.booking.com/hotel/vn/biet-thu-chau-gia-villa-vung-tau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=17&hapos=42&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=899081201_391351932_10_0_0&highlighted_blocks=899081201_391351932_10_0_0&matching_block_id=899081201_391351932_10_0_0&sr_pri_blocks=899081201_391351932_10_0_0__250000000&from_sustainable_property_sr=1&from=searchresults
43,Đặng Diễm My Homestay,"VND 2,499,750","VND 2,499,750",1.8 km from centre,Entire villa,500 m²,0,0.0,0.0,0.0,Villa,15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,https://www.booking.com/hotel/vn/dang-diem-my-homestay.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165625&all_sr_blocks=1015404901_387896304_15_0_0&highlighted_blocks=1015404901_387896304_15_0_0&matching_block_id=1015404901_387896304_15_0_0&sr_pri_blocks=1015404901_387896304_15_0_0__249975000&from=searchresults
